,Unnamed: 0,Unnamed: 0.1,Audioguida,Circoscrizione,Comune,Descrizione,Descrizione breve,Email,Evento della vita,Fonte,Galleria immagini,Immagine,Impianto gestito da,Indirizzo,Indirizzo web,Informazioni,Leggi le informazioni dettagliate,Nominativo contatto,Riferimento,Scheda,Tags,Telefono,Tipologia di luogo,Titolo,Video,address,lat,lon,modified,published,remoteId,Province,Street,Number,CAP,Type,Tipologia di luogo en
59,133,23,,,Cembralisignago,"Presso il presbiterio, in corrispondenza dell’arco santo, sono visibili i resti di una rara cella memoriale, urna in pietra e muratura destinata a custodire le reliquie del Santo Patrono.","Antica chiesa di fondazione alto-medievale, conserva al suo interno un ciclo affrescato della vita di Cristo (XVI sec.) e una splendida raffigurazione del Giudizio Universale (XVIII sec.), opera di Valentino Rovisi, appartenente alla scuola del Tiepolo.",,,,,/var/ccembralisignago/storage/images/territorio/cosa-visitare/a-cembra/chiesa-di-san-pietro/25107-1-ita-IT/Chiesa-di-San-Pietro.jpg,,,,,,,,,,,Chiesa,Chiesa di San Pietro,,"Piazza San Pietro, Cembra Lisignago, Trentino-Alto Adige, 38034, Italia",46.175076000000004,11.219111999999999,2016-05-05T08:16:04+02:00,2016-04-29T12:58:19+02:00,1ee6de0ab5455c947d2dd185ba44bd83,TN,piazza san pietro,,38034,PointOfInterest,Church
60,134,24,,,Cembralisignago,,"Eretta nel XIII secolo ma rifatta nella seconda metà dell’Ottocento, conserva l’antico campanile con bifore romaniche. ",,,,,/var/ccembralisignago/storage/images/territorio/cosa-visitare/a-lisignago/chiesa-di-san-biagio/25121-1-ita-IT/Chiesa-di-San-Biagio.jpg,,,,,,,,,,,Chiesa,Chiesa di San Biagio,,"Piazza della Chiesa, Lisignago, Cembra Lisignago, Trentino-Alto Adige, 38034, Italia",46.160706,11.186185,2016-05-05T08:21:14+02:00,2016-04-29T14:28:39+02:00,5eacf6ef5a5973ca94be63437f993d38,TN,piazza della chiesa lisignago,,38034,PointOfInterest,Church
61,135,25,,,Cembralisignago,"L'isolata ed incantevole chiesetta di San Leonardo, posta sulla sommità  del colle che domina l'Avisio nei pressi di Lisignago (Valle di Cembra), presenta al suo interno straordinari affreschi riconducibili al periodo gotico (XIV - XV sec). La chiesetta è visitabile su prenotazione tel. 0461.683063","Su un’altura rocciosa si erge la chiesa di S. Leonardo, ricostruita in stile gotico nel Quattrocento ma di origine più antica –secondo la leggenda sotto il suo pavimento si troverebbe un sotterraneo, residuo di un antico castello–; all’interno si ammirano pregevoli affreschi della seconda metà del Quattrocento mentre nel campanile è custodita una delle più antiche campane dell’intera vallata.",,,,,/var/ccembralisignago/storage/images/territorio/cosa-visitare/a-lisignago/chiesa-di-san-leonardo/25135-1-ita-IT/Chiesa-di-San-Leonardo.jpg,,,,,,,,,,,Chiesa,Chiesa di San Leonardo,,"Via Trento, Albiano, 38041, Trentino-Alto Adige, Italia",46.147744,11.187633,2016-05-05T08:37:19+02:00,2016-04-29T14:32:09+02:00,c65889b76f4a97f38217486458bc7814,TN,via trento,,38041,PointOfInterest,Church
63,142,0,,,Cembra,"Orario:



Dal 1 ottobre al 30 aprile
dal martedì al venerdì dalle 9.00 alle 12.00 e dalle 15.00 alle 17.00sabato dalle 9.00 alle 12.00






Dal 1 maggio al 30 giugno e dal 1 settembre al 30 settembre
dal martedì al venerdì dalle 9.00 alle 12.00 e dalle 15.00 alle 18.00sabato dalle 9.00 alle 12.00






Dal 1 luglio al 31 agosto 
dal martedì al sabato dalle 9.00 alle 12.30 e dalle 16.00 alle 19.00domenica dalle 9.00 alle 12.30


",,infocembra@visitpinecembra.it,,,,,,"Piazza Toniolli, 2 Cembra",http://www.visitpinecembra.it/|www.visitpinecembra.it,,,,,,,0461/683110 e 0461/680668 (fax 0461/683257),Punto di interesse,Azienda di Promozione Turistica,,"Piazza Toniolli, 2 Cembra",46.175129999999996,11.22209,2014-11-18T17:09:40+01:00,2014-11-18T17:09:40+01:00,5b75b484a66046f6d0e89055aca4e167,TN,piazza toniolli,2,,PointOfInterest,Point of interest
64,144,2,,,Cembra,"Orario di recapito a Cembra2° e 4° mercoledì di ogni mese dalle 10.30 alle 11.30
Per informazioni ad anziani, pensionati e lavoratori, è presente Sergio Valer,segretario Lega Pensionati Valle dell'AdigeSede di Trento: Via Verdi 10/1 - Tel. 0461-981885",La Federazione riceve presso la sala consigliare del Municipio (3° piano),,,,,,,"Piazza Marconi, 7 38034 Cembra (sala consigliare del Municipio)",,,,,,,,,Patrocinato sindacale,Federazione Pensionati CISL Trentino,,"Piazza Marconi, 7 38034 Cembra (TN)",46.175259999999994,11.22061,2014-11-19T09:23:43+01:00,2014-11-19T09:23:43+01:00,0561328fd20fbab92d0d85ba49378ceb,TN,piazza marconi,7,38034,PointOfInterest,Trade union patronage
66,147,5,,,Cembra,Orario:dal lunedì al venerdì 9.00 - 13.00 e 14.30 - 18.30,dott. Tommaso Romoli,info@notaiotommasoromoli.it,,,,,,"Via C. Battisti, 19/1 Cembra",,,,,,,,0461/680164 - 0461/245037 (fax 0461/680475),Punto di interesse,Notaio,,"Via C. Battisti, 19/1 Cembra",46.174609999999994,11.22289,2014-11-19T09:50:33+01:00,2014-11-19T09:50:33+01:00,c2481b341ac52f4aad709125dbdb8377,TN,via c. battisti,19/1,,PointOfInterest,Point of interest
68,149,7,,,Cembra,"Per urgenze rivolgersi alla sede di Lavis in Via Zanella n. 3, aperta dal lunedì al venerdì dalle 8.30 alle 12.00 e il martedì dalle 15.00 alle 18.00. Tel. 0461/249070Per appuntamenti ICEF telefonare al 199 199 730 o 0461/274911Altre filiali:

  Sede Recapito
  
  Presso
  
  Giorno
  
  dalle
  
  alle
  




  Faver
  
  Municipio
  
  il 4° martedì del mese
  
  9.30
  
  10.00
  




  Grauno
  
  Municipio
  
  il 4° martedì del mese
  
  9.30
  
  10.00
  




  Grumes
  
  Municipio
  
  il 4° martedì del mese
  
  8.20
  
  9.10
  




  Lisignago
  
  Municipio
  
  il 2° martedì del mese
  
  8.20
  
  9.10
  




  Montesover
  
  Casa sociale
  
  il 3° giovedì del mese
  
  16.00
  
  17.00
  




  Segonzano
  
  Municipio
  
  il 1° e 3° giovedì del mese
  
  14.00
  
  15.30
  




  Sover
  
  Municipio
  
  il 1° giovedì del mese
  
  16.00
  
  17.00
  




  Valda
  
  Municipio
  
  il 2° martedì del mese
  
  9.30
  
  10.00
  




",Il Patronato Acli riceve tutti i mercoledì dalle 9.00 alle 12.00 presso gli uffici della Comunità Valle a Cembra ,,,,,,,"Piazza S. Rocco, 9 - 38034 Cembra",,,,,,,,,Patrocinato sindacale,Patronato ACLI,,"Piazza S. Rocco, 9 - 38034 Cembra",46.15984,11.2345,2014-11-19T10:18:21+01:00,2014-11-19T10:18:21+01:00,2cf05b0f3d6ea3d2908ccf0f805d935b,TN,piazza s. rocco,9,38034,PointOfInterest,Trade union patronage
69,150,8,,,Cembra,,L'Unione contadini riceve tutti i giovedì dalla 14:00 alle 16:00 presso l'APT,,,,,,,Piazza Toniolli 2 - Cembra,,,,,,,,,Punto di interesse,Unione contadini,,Piazza Toniolli 2 - Cembra,46.175129999999996,11.22209,2014-11-19T10:34:07+01:00,2014-11-19T10:34:07+01:00,aa105efda6346c9c8311cb109ca2c556,TN,piazza toniolli,2,,PointOfInterest,Point of interest
72,155,13,,,Cembra,"Per la frequenza al servizio nido d'infanzia i genitori dei bambini sono tenuti a corrispondere una tariffa costituita da una quota fissa mensile.AVVISO PER LA PRESENTAZIONE DELLE DOMANDE DI ISCRIZIONE ALL'ANNO EDUCATIVO 2015-2016 PER LA FORMAZIONE DELLA GRADUATORIA


Regolamento per la disciplina del servizio asilo nido 

    Regolamento per la disciplina del servizio di asilo nido






Criteri per la formazione delle graduatorie 

    criteri per la formazione delle graduatorie






Agevolazioni in caso di malattia o vacanza 

    agevolazioni



","Il servizio è in convenzione con i Comuni di Faver, Grumes e Valda.L'asilo è stato dato in gestione alla Cooperativa Città Futura di Trento.",,,,,/var/cembra/storage/images/territorio/informazioni-utili/scuole-asilo-nido/asilo-nido-l-orsetto-viaggiatore/19947-5-ita-IT/Asilo-nido-L-orsetto-viaggiatore.jpg,,"Via S. Carlo, 22 Cembra",,,,,,,,,Nido infanzia,"Asilo nido ""L'orsetto viaggiatore""",,"Via S. Carlo, 22 Cembra",46.17216,11.21941,2015-05-06T09:17:50+02:00,2014-11-17T15:15:46+01:00,d288f6c3997f0c8d31752f9c89043383,TN,via s. carlo,22,,PointOfInterest,Nursery nest
73,156,14,,,Cembra,"Orario:


tutti i martedì dalle 08.00 alle 12.00

tutti i giovedì dalle 13.30 alle 16.30


","Per il conferimento del materiale inerte in discarica, l'utente dovrà prenotare il servizio presso l'ufficio tecnico comunale in orario d'ufficio",,,,,,,località Scorzai (strada Lago Santo),,,,,,,,,Punto di interesse,Discarica inerti,,Cembra,46.17528400000001,11.22245,2014-11-17T15:56:42+01:00,2014-11-17T15:56:42+01:00,974bb84af0acc80c5690b77eb681d953,TN,,,,PointOfInterest,Point of interest
74,157,15,,,Cembra,,,,,,,,,"Via Calovi, 41 38034 - Cembra (TN)",,,,,,,,0461/683780 - 0461/682231,Punto di interesse,Associazione Artigiani e Piccole Imprese della Provincia di Trento,,"Via dei Rododendri, 1/2 38034 - Cembra (TN)",46.173320000000004,11.220089999999999,2014-11-18T10:13:58+01:00,2014-11-18T10:13:58+01:00,1e4af5f251d0f309cdfa39b6e7f2d387,TN,via dei rododendri,1/2,38034,PointOfInterest,Point of interest
76,159,17,,,Cembra,,,,,,,,,Via G. Sette 2 Cembra,http://www.progetto92.it/valle-di-cembra/peter-pan/|www.progetto92.it,,,,,,,0461/683094,Centro diurno,Centro Peter Pan,,Via G. Sette 2 Cembra,46.17286,11.21965,2014-11-18T10:25:15+01:00,2014-11-18T10:23:06+01:00,dc8b7e5f706f25be943f098faf375304,TN,via g. sette,2,,PointOfInterest,Day centre
77,160,18,,,Cembra,"Presidente Tondin Fabio

Segretario Paolazzi Damiano


",,,,,,,,,,,,,,,,Tondin Fabio 349/5124013 Paolazzi Damiano 328/2235941,Punto di interesse,Consorzio di Miglioramento Fondiario di Cembra,,Cembra,46.17528400000001,11.22245,2014-11-18T10:30:37+01:00,2014-11-18T10:30:37+01:00,51d09557a4c261d964dec0365f1871c3,TN,,,,PointOfInterest,Point of interest
78,161,19,,,Cembra,"Presidente Rosa Giuliano

Segretario Paolazzi Damiano


",,,,,,,,,,,,,,,,Rosa Giuliano 338/2490418 Paolazzi Damiano 328/2235941,Punto di interesse,Consorzio di Miglioramento Fondiario di II° Grado Valle di Cembra,,Cembra,46.17528400000001,11.22245,2014-11-18T10:33:29+01:00,2014-11-18T10:31:44+01:00,b9b91c1e1055afd5d7b600252665daab,TN,,,,PointOfInterest,Point of interest
79,162,20,,,Cembra,Presidente Nicolodi Remo,,,,,,,,,,,,,,,,348/8881285,Punto di interesse,Cooperativa Agricola,,Cembra,46.17528400000001,11.22245,2014-11-18T10:34:18+01:00,2014-11-18T10:34:18+01:00,635dcf19d8f7331f58dcacb7f17b36b8,TN,,,,PointOfInterest,Point of interest
80,163,21,,,Cembra,,,,,,,,,"Viale IV Novembre, 6 Cembra",,,,,,,,0461/683019,Carabinieri,Carabinieri,,"Viale IV Novembre, 6 Cembra",46.174081,11.218345,2014-11-18T10:36:30+01:00,2014-11-18T10:36:30+01:00,4b6fbb3bf78d5ae00df0e29f89567373,TN,viale iv novembre,6,,PointOfInterest,Carabinieri
84,167,25,,,Cembra,,,,,,,,,"Via S. Maria, 2 Cembra",,,,,,,,0461/683017 - 335/5258436,Punto di interesse,Parrocchia di Cembra,,"Via S. Maria, 2 Cembra",46.17467,11.21839,2014-11-18T10:43:39+01:00,2014-11-18T10:43:39+01:00,e28cd03213a1d43a4096d7e9175e09e5,TN,via s. maria,2,,PointOfInterest,Point of interest
85,168,26,,,Cembra,,,,,,,,,"Viale IV Novembre, 58 Cembra",,,,,,,,0461/683023,Ufficio postale,Poste,,"Viale IV Novembre, 58 Cembra",46.17492,11.22144,2014-11-18T10:45:20+01:00,2014-11-18T10:45:20+01:00,f3e4ebebc6077108759ba3c985b5ff67,TN,viale iv novembre,58,,PointOfInterest,Post Office
86,169,27,,,Cembra,,,,,,,,,"Viale IV Novembre, 23 Cembra",,,,,,,,0461/683047,Punto di interesse,Stazione Forestale,,"Viale IV Novembre, 23 Cembra",46.17479,11.2205,2014-11-18T10:46:18+01:00,2014-11-18T10:46:18+01:00,181ed2d29786d07ebe275fbbf08c0d83,TN,viale iv novembre,23,,PointOfInterest,Point of interest
87,170,28,,,Cembra,Orario: dal lunedì al giovedì dalle 18.00 alle 19.00,Dott. Giuseppe Pallante,,,,,,,"Via Tonini, 3 Cembra",,,,,,,,0461/245355 - 340/3784689 (casa a Sorni Lavis),Punto di interesse,Veterinario,,"Via Tonini, 3 Cembra",46.175211,11.218034,2014-11-19T10:31:37+01:00,2014-11-18T10:47:07+01:00,a104e6be180ec0d935fe20a9a4091145,TN,via tonini,3,,PointOfInterest,Point of interest
88,171,29,,,Cembra,,La scuola elementare di Cembra fa parte dell'Istituto Comprensivo di Cembra,,,,,,,"Viale IV Novembre, 68 Cembra",http://www.iccembra.it/|www.iccembra.it,,,,,,,0461/682227,Scuola elementare,Scuola Elementare,,"Viale IV Novembre, 68 Cembra",46.174721999999996,11.222042,2014-11-18T10:57:56+01:00,2014-11-18T10:50:51+01:00,be0717ae5bafe79d5ad64b0e2d658889,TN,viale iv novembre,68,,PointOfInterest,Elementary school
89,172,30,,,Cembra,,,,,,,,,"Piazza Zanotelli, 2 Cembra",,,,,,,,0461/683070,Scuola infanzia,Scuola Materna,,"Piazza Zanotelli, 2 Cembra",46.175090000000004,11.222389999999999,2014-11-18T10:51:58+01:00,2014-11-18T10:51:58+01:00,ec81c2a3bc3fad6283f3e4498e32f933,TN,piazza zanotelli,2,,PointOfInterest,Kindergarten
90,173,31,,,Cembra,,La scuola madia di Cembra fa parte dell'Istituto Comprensivo di Cembra,secondaria.cembra@iccembra.it,,,,,,"Via Negritelle, 1 Cembra",http://www.iccembra.it/|www.iccembra.it,,,,,,,0461/683006 (fax 0461/682166),Scuola (media o secondaria),Scuola Media,,"Via Negritelle, 1 Cembra",46.172509999999996,11.22269,2014-11-18T10:56:20+01:00,2014-11-18T10:56:20+01:00,37f241baabbbd04a8b75df8f2add9dc8,TN,via negritelle,1,,PointOfInterest,School (middle or secondary)
91,174,32,,,Cembra,"Orario di apertura:


martedì dalle ore 9.00 alle ore 13.00

giovedì dalle ore 15.00 alle ore 19.00

sabato dalle ore 9.00 alle ore 13.00


Per gli  utenti domestici è possibile conferire:


ingombranti

ferro

cartone

imballaggi in plastica

legno

vegetali/ramaglie

vetro

olio minerale

olio alimentare

accumulatori al PB

pile, vernici filtri olio

toner

indumenti usati

pneumatici

imballaggi in polistirolo

materiali in plastica

tetrapack

RAEE (frigoriferi/congelatori, televisori/monitor, lavatrici/fornelli, piccole apparecchiature elettriche, neon),

piccole quantità di materiale inerte (50 Kg massimo)


Il Ricicabolario contiene un elenco dei rifiuti principali con indicato dove devono essere conferiti 

    Riciclabolario
Altri depliant informativi per il conferimento dei rifiuti:

    Imballaggi in plastica, alluminio ed acciaio, cartoni per bevande e alimenti


    Carta e cartone


    Imballaggi in vetro
",Il Centro Raccolta Materiali consente lo smaltimento dei materiali che non vengono raccolti nei cassonetti stradali.,,,,,,,località Predole,,,,,,,,,Punto di interesse,CRM,,località Predole Cembra,46.169154,11.209925,2016-04-29T15:35:53+02:00,2014-11-18T11:18:08+01:00,246b2f90adc43ed1100cb6427949e046,TN,località predole,,,PointOfInterest,Point of interest
92,181,6,,,Bondo,,,,,,,,,,,,,,,,,,Punto di interesse,,,"via 3 novembre, trento",46.077589,11.037474000000001,2015-03-18T12:05:43+01:00,2015-03-18T12:05:43+01:00,60d9998d30d86a1434de1b4da70cd8de,TN,via 3 novembre,,,PointOfInterest,Point of interest
94,183,8,,,Bondo,"La pista da sci di fondo Raggio di luna si trova nella campagna di Bondo, a destra del paese totalmente illuminata.",Pista da sci di fondo,,,,,,,,,,,,,,,,Punto di interesse,Pista Raggio di Luna,,,46.001732000000004,10.687981,2016-05-23T15:14:02+02:00,2015-04-01T16:25:24+02:00,5ee6d9b165ef02e4a9b06582afe80290,TN,,,,PointOfInterest,Point of interest
96,185,1,,,Prezzo,"L’iscrizione recita: “In honorem B. V. Gratiarum questo tempietto ove la B. V. delle Grazie da oltre quattro secoli venerata ed invocata sparge celesti favori, devastato durante la guerra 1914-18 la pietà del popolo di Prezzo volle restaurare e decorare negli anni 1919 1921 1933 1966”.
Interventi di restauro si sono avuti anche in seguito all’ultima data dell’iscrizione, per esempio nel 1994 quello della facciata, e un altro si dovrebbe fare in un futuro abbastanza immediato, riguardante soprattutto l’interno e il campanile.
Verso la fine degli anni Cinquanta o primi anni Sessanta, era facile vedere nei pomeriggi di domenica dei gruppetti di donne in preghiera, con in mano il rosario, provenienti a piedi dai paesi vicini che si recavano nella nostra chiesetta per ringraziare la Madonna, chiedere grazie o semplicemente per fare una visita.
La ricorrenza della Madonna delle Grazie veniva un tempo festeggiata nella seconda domenica di settembre; poi è stata anticipata alla prima per consentire ai cacciatori di partecipare alla Santa Messa prima che iniziasse la caccia. In tale occasione tutta la popolazione del paese vi sale in processione e vi si celebra la Santa Messa.
Da alcuni anni è stata poi ripresa la tradizione della fiaccolata, ora inter parrocchiale, della sera del venerdì santo; anche questa, ora anticipata al martedì per evitare sovrapposizioni con altre parrocchie. Inizialmente, più che fiaccole, si usavano le candeline distribuite in chiesa il giorno della Candelora e, lungo tutto il tragitto, il sacrestano Battista Maestri accendeva dei fuochi sui muretti con segatura, petrolio e carburo, mentre i ragazzi accompagnavano col suono di ciganugn e cigagnole (raganelle in legno più o meno grandi).In passato, quando molte famiglie avevano ancora le mucche, le macchine erano poche e, quindi, non era facile spostarsi liberamente, molti uomini, durante la settimana santa si trovavano con le bestie a Zeprìo, località con fienili posta a mezza montagna al disopra della chiesetta e di lassù, recandosi su una piccola altura dove accendevano un fuoco, partecipavano virtualmente ma col cuore alla funzione religiosa e facevano sentire la loro presenza battendo con ciotole di legno sui loro secchi del latte! Inutile dire che un tempo la venerazione per la Madonna era grande per i nostri nonni e genitori, ma anche oggi gli abitanti di Prezzo Le sono molto devoti e a Lei affidano la protezione del paese, fiduciosi nel suo aiuto costante di madre premurosa.","A monte dell’abitato di Prezzo, in mezzo al verde della località “La Madona”, sorge una chiesetta, dedicata, come da iscrizione sulla facciata principale, alla Madonna delle Grazie, cui la popolazione del paese era ed è molto devota.Tale chiesetta risale al Quattrocento-Cinquecento; nel tempo c’è però stata una sua distruzione durante la Grande Guerra con successiva ricostruzione e, quindi, nel volgere degli anni si sono susseguiti diversi restauri.",,,,,/var/prezzo/storage/images/territorio/luoghi-e-punti-di-interesse/cosa-puoi-visitare2/la-chiesetta-della-madonna-delle-grazie/13191-1-ita-IT/La-Chiesetta-della-Madonna-delle-Grazie.jpg,,,,,,,,,,,Chiesa,La Chiesetta della Madonna delle Grazie ,,Prezzo,45.935423,10.631756,2016-04-29T08:50:39+02:00,2014-06-20T10:11:20+02:00,b10b4673fdc5097716347e3954b9b94f,TN,,,,PointOfInterest,Church
